,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,reco_primary_pix,reco_total_pix,reco_primary_deposition,reco_total_deposition,true_primary_pix,true_total_pix,true_primary_deposition,true_total_deposition,ke,true_ke
167,73,32,0.29998779296875,True,True,True,[45],[0.4509804],25,25,9.660351753234863,9.660351753234863,-1,-1,-1.0,-1.0,11.939229011535645,-1.0
168,74,30,0.3000030517578125,False,False,True,[69],[0.8923077],61,61,31.220535278320312,31.220535278320312,62,62,25.085004806518555,25.085004806518555,38.5854606628418,44.67854500899756
169,74,128,0.2999267578125,True,False,True,[43],[0.8108108],126,129,27.83580207824707,28.414466857910156,139,139,38.05790710449219,38.05790710449219,35.11743927001953,44.99933288235338
170,74,130,0.734898004471907,True,False,True,[127],[0.7659575],43,43,14.807897567749023,14.807897567749023,40,40,11.844879150390625,11.844879150390625,18.30108070373535,48.324714090816826
171,75,48,inf,False,False,True,[58],[0.00544465],3,3,0.9752774238586426,0.9752774238586426,-1,-1,-1.0,-1.0,1.2053453922271729,-1.0
172,76,89,0.29998779296875,True,False,True,[98  3],[8.4090906e-01 2.2701475e-04],195,209,39.651954650878906,43.22188949584961,182,196,35.35212707519531,38.95263671875,53.41793441772461,44.23178782605062
173,76,95,0.29998779296875,True,True,True,[47],[0.76237625],89,89,25.559104919433594,25.559104919433594,89,89,26.008712768554688,26.008712768554688,31.588499069213867,44.25077478745454
174,76,99,0.3000030517578125,True,False,True,[34],[0.814433],84,84,19.329570770263672,19.329570770263672,92,92,22.481557846069336,22.481557846069336,23.88941764831543,27.1891093107774
175,78,74,0.29998779296875,True,True,True,[63],[0.8562874],156,156,30.31365203857422,30.31365203857422,154,154,32.852657318115234,32.852657318115234,37.46464538574219,35.18879545315107
176,78,76,0.29998779296875,True,True,True,[37],[0.4888889],79,79,20.4222412109375,20.4222412109375,-1,-1,-1.0,-1.0,25.239849090576172,-1.0
177,79,63,0.29998779296875,True,True,True,[110],[0.6797753],145,145,32.49699401855469,32.49699401855469,154,154,32.63787078857422,32.63787078857422,40.16303634643555,35.90020240066366
178,79,82,1.20001220703125,True,False,True,[122],[0.85833335],113,113,33.955970764160156,33.955970764160156,110,110,26.30707359313965,26.30707359313965,41.9661865234375,37.22486979309325
179,79,84,0.2999267578125,True,True,True,[87],[0.38235295],14,14,3.4733059406280518,3.4733059406280518,-1,-1,-1.0,-1.0,4.292658805847168,-1.0
180,80,35,0.3000030517578125,True,False,True,[55],[0.6396396],63,73,18.54970359802246,21.87574577331543,66,109,17.053340911865234,27.78549575805664,27.036235809326172,34.31704646792594
181,80,84,0.29998779296875,True,False,True,[124   1],[0.7967033  0.02083333],165,165,38.91159439086914,38.91159439086914,151,162,30.489736557006836,33.14356994628906,48.09083938598633,36.33335086560499
