,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,primary_pix,total_pix,primary_deposition,total_deposition,ke
207,79,46,inf,False,False,True,[25],[0.9160305],115,127,32.114349365234375,35.41083908081055,48.97210690388232
208,79,51,0.3000030517578125,True,True,True,[14 15],[0.42857143 0.02039825],66,94,13.625600814819336,22.400760650634766,46.50749359220759
209,79,94,0.29998779296875,True,True,True,[28 29],[0.77840906 0.02604167],159,159,30.361228942871094,30.361228942871094,36.73654669680103
210,80,91,0.2999267578125,True,True,True,[32 33 34],[0.52873564 0.11764706 0.01278409],53,85,13.455495834350586,23.375402450561523,26.886797888623878
211,80,107,0.2999267578125,True,True,True,[81 82],[0.8030303  0.00181159],124,124,26.900663375854492,26.900663375854492,30.063292769793204
212,81,23,0.29998779296875,False,True,True,[29 62 30],[0.6296296  0.27659574 0.00114416],183,183,40.986045837402344,40.986045837402344,46.22735672529675
213,81,43,0.424252200193688,True,True,True,[86 88],[8.5454547e-01 2.8019052e-04],49,49,17.138378143310547,17.138378143310547,22.053711270313155
214,81,85,0.29998779296875,True,True,True,[68],[0.7410714],135,188,25.236968994140625,35.68559646606445,48.390581487863464
215,82,39,0.2999267578125,True,True,True,[ 97  99 101 100],[0.7154471  0.07826087 0.01369863 0.00075586],40,112,11.932289123535156,29.320899963378906,33.70845924159313
216,82,80,0.29998779296875,True,True,True,[106 108],[6.818182e-01 3.649635e-04],20,20,7.460970401763916,7.460970401763916,14.123310177798547
217,82,81,0.300048828125,True,False,True,[104 105],[0.8372093  0.00346021],52,82,13.072919845581055,19.627681732177734,34.074898458597424
218,83,36,0.2999267578125,True,True,True,[ 8 11],[8.7755102e-01 5.9031876e-04],139,139,34.72331237792969,34.72331237792969,38.785213648136406
219,83,42,0.29998779296875,True,False,True,[5 6],[0.65       0.00195376],20,20,11.594141006469727,11.594141006469727,31.201435217004956
220,83,54,0.3000030517578125,True,True,True,[58 59 61],[0.4919355  0.176      0.00134409],63,120,14.48563003540039,29.01264190673828,33.59772366999657
221,84,32,0.3000030517578125,True,True,True,[72 79],[0.84653467 0.00813008],136,186,28.432586669921875,39.751747131347656,50.749036408350364
222,84,44,0.300048828125,True,False,True,[37],[0.8712871],97,97,24.005205154418945,24.005205154418945,30.974120589277128
223,84,68,0.2999267578125,True,True,True,[48],[0.58474576],91,91,17.524778366088867,17.524778366088867,22.51520618369849
224,85,37,inf,False,False,True,[42],[0.87096775],31,31,7.792608261108398,7.792608261108398,24.98489672742718
225,86,85,0.29998779296875,True,True,True,[25 31],[0.8        0.00181884],85,85,18.667129516601562,18.667129516601562,21.493568473000483
226,86,124,0.29998779296875,True,True,True,[64 65],[0.8181818  0.00121951],43,99,10.435665130615234,30.019432067871094,39.04784601413152
227,87,26,0.2999267578125,False,True,True,[14 18],[0.7        0.13157895],161,175,33.899322509765625,37.98228454589844,42.69022528614448
228,87,39,0.2999267578125,True,True,True,[ 93  94 105],[0.7315436  0.13333334 0.00151458],100,144,22.476455688476562,34.31352996826172,43.97911733716004
229,87,57,0.29998779296875,True,False,True,[95],[0.75],127,127,32.00585174560547,32.00585174560547,34.37717360086607
230,88,96,0.3000030517578125,True,True,True,[6],[0.6333333],56,76,14.750471115112305,19.505247116088867,23.906218877480928
231,89,23,0.29998779296875,True,True,True,[31 32],[0.84210527 0.01      ],38,38,9.180479049682617,9.180479049682617,15.535337336963272
232,89,25,0.29999542236328125,True,True,True,[0 2],[7.8021979e-01 6.9613644e-04],71,82,32.79871368408203,37.61716842651367,46.2299583818972
233,90,35,0.29998779296875,True,True,True,[114 118],[0.76635516 0.00487805],70,92,14.699483871459961,24.176851272583008,28.600264207906985
234,90,100,0.29998779296875,True,True,True,[95 96],[0.8181818  0.00551344],78,156,12.969932556152344,28.058488845825195,39.75340817825295
235,90,123,inf,False,True,True,[39 40],[0.4814815  0.00545951],99,99,14.644726753234863,14.644726753234863,32.31720828345323
236,90,124,1.0816298336899035,True,False,True,[106 104],[0.6967213  0.17948718],89,115,26.715606689453125,35.65785217285156,52.22843264593566
237,90,137,0.2999267578125,True,True,True,[133 135],[7.7777779e-01 3.4867504e-04],85,85,18.990245819091797,18.990245819091797,23.203500997247
238,91,99,0.2999267578125,True,True,True,[41 45],[0.8695652  0.00157853],157,157,34.461204528808594,34.461204528808594,49.62394492504343
239,91,125,0.300018310546875,True,True,True,[160 161],[0.78       0.06629834],75,95,24.77594757080078,29.932546615600586,36.10111473213698
240,91,176,0.29998779296875,True,True,True,[39 40],[0.75177306 0.00225734],126,126,24.612947463989258,24.612947463989258,29.5649333507947
241,91,185,0.2999267578125,True,False,True,[144 145],[0.7867647  0.00419287],78,124,16.84477424621582,30.055429458618164,43.13454748727942
242,92,47,0.29998779296875,True,True,True,[6 7],[0.7386364  0.00437743],42,83,11.690202713012695,24.435972213745117,31.97017551554824
243,93,45,0.2999267578125,False,True,True,[19 20],[0.8670886  0.00236967],143,143,28.714351654052734,28.714351654052734,39.83438728691677
244,93,57,0.29998779296875,True,True,True,[54],[0.82550335],112,132,29.779808044433594,42.38099670410156,50.46739574111396
245,93,98,0.2999267578125,True,True,True,[92],[0.75247526],88,88,20.925167083740234,20.925167083740234,23.637000899858613
246,93,108,0.29998779296875,True,True,True,[50 53],[0.27272728 0.00050403],15,15,7.080807685852051,7.080807685852051,16.129035585821264
247,93,109,0.300048828125,True,True,True,[90],[0.849162],164,164,37.9519157409668,37.9519157409668,42.87143692657073
248,94,39,0.2999267578125,True,True,True,[59],[0.84615386],61,61,17.72584342956543,17.72584342956543,18.726399986780855
249,94,98,0.3000030517578125,True,True,True,[157 158],[0.83838385 0.00826446],94,94,20.70547866821289,20.70547866821289,29.761708651897784
250,95,28,0.29998779296875,False,True,True,[62 65],[8.1410259e-01 6.9662137e-04],141,141,27.813602447509766,27.813602447509766,37.4059829807623
251,95,92,0.29998779296875,True,False,True,[57 59 58],[0.41732284 0.39370078 0.02211302],90,121,26.010353088378906,35.61722183227539,42.61630553046869
252,96,38,0.3000030517578125,True,True,True,[44],[0.0020429],8,8,1.1159710884094238,1.1159710884094238,29.331617183630307
253,96,43,0.3000030517578125,True,False,True,[15],[0.81208056],113,133,27.24269676208496,33.31535339355469,44.151237090067006
254,96,82,0.4242468053627785,True,True,True,[140],[0.8544601],199,199,40.799949645996094,40.799949645996094,46.37926911483229
255,96,142,0.3000030517578125,True,True,True,[87 88],[0.8639053  0.00277118],73,166,17.25883674621582,39.36382293701172,44.961049946223525
256,97,92,0.29998779296875,True,True,True,[68 69],[7.8873241e-01 4.4228218e-04],68,68,17.420644760131836,17.420644760131836,21.185281834630356
257,97,116,1.3747933536465902,True,True,True,[179 182],[0.82051283 0.00161878],34,75,17.294057846069336,26.149003982543945,43.41071133778889
258,97,205,0.29998779296875,True,True,True,[41 46],[0.722973   0.00079872],89,128,27.00177001953125,44.26923370361328,50.17778419387906
259,97,220,0.3000030517578125,True,True,True,[54 55],[0.82564104 0.00112676],112,179,23.280038833618164,42.34480285644531,49.9139810628985
260,98,42,1.2369257664552165,True,True,True,[31],[0.8888889],133,133,28.769580841064453,28.769580841064453,38.79789393622726
261,98,74,0.29998779296875,True,True,True,[13 14],[0.78807944 0.00099043],123,144,25.69537353515625,31.46027374267578,36.524521451844485
262,98,86,inf,False,False,True,[0],[0.7619048],20,20,4.7981743812561035,4.7981743812561035,26.981441881940146
263,99,31,0.29998779296875,False,True,True,[82 84],[8.689655e-01 3.968254e-04],82,135,16.01108169555664,31.857755661010742,38.656061800675076
264,99,39,0.2999267578125,True,True,True,[98 99],[0.2        0.02017291],30,30,9.296282768249512,9.296282768249512,34.75927211655049
265,100,72,0.3000030517578125,True,True,True,[54 55],[0.7733333  0.00881834],67,67,19.16282844543457,19.16282844543457,24.567429953120968
266,100,82,inf,False,True,True,[72 74],[0.50427353 0.01229334],46,110,9.565058708190918,24.179901123046875,51.03427354498219
267,100,104,1.0816552257835312,True,True,True,[39],[0.8715596],36,101,10.342586517333984,32.2562255859375,42.02322634297923
268,101,51,0.29998779296875,True,True,True,[122],[0.14035088],49,49,17.439041137695312,17.439041137695312,19.996139131279573
269,101,55,0.29998779296875,True,False,True,[8 9],[0.83225805 0.00665557],148,148,32.65001678466797,32.65001678466797,44.62844797899249
270,101,58,0.3000030517578125,True,True,True,[10 11],[0.5514706  0.00596659],68,129,16.386478424072266,32.0807991027832,37.45205779669354
271,102,64,inf,False,True,True,[27 28],[8.3458644e-01 7.1073207e-04],123,123,24.33232307434082,24.33232307434082,42.800554218450955
272,102,89,0.29998779296875,True,True,True,[32 33],[0.8910891  0.00328228],98,98,29.471778869628906,29.471778869628906,34.870785962830794
273,103,61,0.2999267578125,True,True,True,[21 22],[8.587571e-01 6.954103e-04],119,161,24.39508628845215,35.17640686035156,44.100410275475745
274,103,66,0.4242575950931961,True,True,True,[68 69],[0.8101266  0.00421644],55,156,15.453658103942871,38.3428840637207,46.22110297805391
275,103,70,0.3000030517578125,True,True,True,[35],[0.86875],149,149,27.454666137695312,27.454666137695312,36.61338837023673
276,103,73,0.3000030517578125,True,True,True,[5 7],[0.81122446 0.00456323],146,185,27.62926483154297,41.604339599609375,48.41075829852321
277,104,41,0.29998779296875,True,False,True,[50 51],[0.76635516 0.00105263],94,94,26.86024284362793,26.86024284362793,37.125417781638696
278,105,60,0.29998779296875,True,True,True,[23 24],[0.8545455  0.02016129],40,54,31.479957580566406,34.892398834228516,43.87133959783415
279,105,96,0.2999267578125,True,True,True,[89 91],[8.1666666e-01 6.7181728e-04],55,55,23.872343063354492,23.872343063354492,26.87049804720351
280,105,97,0.2999267578125,True,True,True,[92 93],[0.53271025 0.10946745],105,105,24.40911293029785,24.40911293029785,28.653133574358943
281,105,99,0.29998779296875,True,True,True,[40 41],[0.43333334 0.00237718],30,30,15.573841094970703,15.573841094970703,46.71037301186819
282,106,23,0.9000244140625,True,True,True,[62],[0.4144144],35,56,13.042598724365234,19.266773223876953,41.04888517782643
283,106,44,0.3000030517578125,True,True,True,[38 39],[8.181818e-01 6.329114e-04],93,93,33.172630310058594,33.172630310058594,41.835761131245114
284,107,52,0.29998779296875,True,True,True,[56 55 58],[0.5625     0.26168224 0.00869565],92,107,20.887529373168945,24.769289016723633,38.3779730040204
285,107,65,0.5196469588603868,True,True,True,[17 18],[0.3448276  0.02564103],14,28,4.827793121337891,8.881878852844238,10.69218371739739
286,107,103,0.29998779296875,True,True,True,[102 104],[0.82       0.00408719],140,140,33.09273910522461,33.09273910522461,36.71938454097216
287,107,104,0.2999267578125,True,False,True,[79 80],[0.85227275 0.00920245],70,86,18.312761306762695,22.439146041870117,28.62440017092656
288,108,37,0.29998779296875,True,True,True,[13 14],[0.7815126 0.0098401],82,108,24.46394920349121,32.21438980102539,48.863573188047376
289,108,72,0.29998779296875,True,True,True,[64 65],[0.58928573 0.02267303],53,53,14.4639310836792,14.4639310836792,31.796389884657874
290,109,27,0.29998779296875,True,True,True,[3 4],[0.8088235  0.00451977],34,66,11.985990524291992,22.464595794677734,31.15467366314652
291,109,32,0.29998779296875,True,True,True,[0 2],[0.7631579 0.0013947],90,107,24.21034812927246,29.290170669555664,38.732580684819716
292,110,88,0.3000030517578125,True,False,True,[3 5],[0.79136693 0.00311665],95,117,23.464908599853516,30.779029846191406,47.97050981768438
293,111,33,0.29998779296875,True,True,True,[ 99 100],[0.62068963 0.01113586],6,28,3.948031187057495,11.721685409545898,43.78059026006786
294,111,144,0.300048828125,True,False,True,[42 43],[0.82828283 0.00225428],94,94,24.138805389404297,24.138805389404297,28.358392480166906
295,112,42,0.29998779296875,True,False,True,[6 8],[0.32258064 0.00217391],19,30,3.0834739208221436,8.00398063659668,13.230845454842731
296,112,71,0.29998779296875,True,True,True,[36 39],[0.71631205 0.00181028],118,128,23.66786766052246,26.43764305114746,30.202373025165
297,112,93,0.29998779296875,True,True,True,[22 23],[0.5698324  0.08567604],89,174,18.81003189086914,42.64360046386719,51.40700844651782
298,112,94,0.2999267578125,True,False,True,[34 35],[0.75373137 0.00814332],83,123,12.166265487670898,24.86081886291504,29.609616153113098
299,113,32,0.29998779296875,False,True,True,[32 33],[0.85561496 0.00181488],175,175,40.435760498046875,40.435760498046875,44.85582159364228
300,113,79,0.29998779296875,True,True,True,[93 96],[8.8292682e-01 2.6888947e-04],184,199,37.92999267578125,41.98696517944336,51.64012281535577
301,113,81,0.29998779296875,True,False,True,[28 29],[0.85925925 0.00120409],132,132,35.0529670715332,35.0529670715332,51.79685028558206
302,113,82,0.2999267578125,True,True,True,[30 31],[8.0597013e-01 5.0327124e-04],61,61,13.912018775939941,13.912018775939941,40.00908556848253
303,113,105,0.29998779296875,True,True,True,[74 79],[0.7797619  0.01333333],125,149,23.974685668945312,31.287857055664062,44.374618724661346
304,114,27,0.3000030517578125,True,False,True,[24 25],[0.6633663 0.0030303],72,84,15.904404640197754,20.5808048248291,32.11141466908984
305,114,51,0.300048828125,True,True,True,[88 89],[0.6944444  0.00577617],66,66,22.921724319458008,22.921724319458008,28.125507068986707
306,115,61,0.3000030517578125,True,True,True,[75 76],[0.625     0.0028626],23,23,5.490700721740723,5.490700721740723,7.80954778710201
307,115,131,0.2999267578125,True,True,True,[161 162],[0.8359375 0.0022409],121,121,32.00432586669922,32.00432586669922,41.171796309431436
308,115,155,0.29998779296875,True,True,True,[ 39  38 105 103],[0.3592233  0.23300971 0.19626169 0.04424779],30,103,5.658469200134277,32.479469299316406,37.01264578139951
309,116,41,0.2999267578125,True,True,True,[24 25],[0.78700364 0.00153846],253,253,42.20640182495117,42.20640182495117,48.03983658689437
310,116,55,0.29998779296875,True,True,True,[74 75],[0.78205127 0.00934579],35,71,18.922786712646484,32.16640090942383,39.732487381902644
311,117,25,0.29998779296875,False,True,True,[24 26],[0.8235294 0.0042735],117,168,34.265316009521484,49.337440490722656,56.06229489798003
312,117,81,0.29998779296875,True,True,True,[63],[0.7876712],116,133,24.841285705566406,29.035953521728516,36.03133436826362
313,117,92,1.1999969482421875,True,True,True,[28 29],[0.80508476 0.00934579],59,107,24.35296630859375,39.0258903503418,48.66824821324607
314,118,42,0.3000030517578125,True,True,True,[41],[0.78902954],157,205,31.32854461669922,42.072044372558594,48.33286401263926
315,118,57,0.2999267578125,True,True,True,[93 94],[0.9        0.00134529],154,176,33.630027770996094,39.931182861328125,48.091016013663754
316,118,64,0.29998779296875,True,True,True,[39 40],[0.39285713 0.0104712 ],13,28,5.205113887786865,9.964824676513672,14.386666254502945
317,118,95,0.29998779296875,True,False,False,[],[],3,3,0.04800799489021301,0.04800799489021301,34.36992623444798
318,119,54,0.3000030517578125,True,True,True,[19 20],[0.88235295 0.00264201],152,179,30.268611907958984,37.71929931640625,42.959727381046015
319,119,74,0.29998779296875,True,True,True,[41 42 96],[6.3372093e-01 1.8000001e-01 4.2337002e-04],147,147,26.371734619140625,26.371734619140625,43.95209782369265
320,119,119,0.3000030517578125,True,True,True,[39 40],[0.84810126 0.0045977 ],147,147,28.290172576904297,28.290172576904297,47.84404733353993
321,120,113,0.2999267578125,True,True,True,[87 88],[0.7989418  0.00775194],172,172,36.57898712158203,36.57898712158203,49.36212428027702
322,121,27,0.6708408665300785,True,True,True,[51],[0.79268295],61,143,13.811766624450684,30.46739959716797,34.32850545540047
323,121,29,0.29998779296875,True,True,False,[],[],61,61,14.776400566101074,14.776400566101074,21.54131809868772
324,121,30,0.670793100969234,True,True,True,[11 12],[0.68292683 0.01768071],122,122,27.891456604003906,27.891456604003906,36.10766353564951
325,122,52,inf,False,False,True,[9],[0.8317757],98,98,19.732789993286133,19.732789993286133,38.18686112715216
326,122,72,0.29998779296875,True,True,True,[44 45],[0.8        0.00224467],69,121,29.477251052856445,42.75957107543945,50.18625366115777
327,122,74,0.300048828125,True,True,True,[15 17],[0.80128205 0.00123724],52,142,12.693519592285156,41.240333557128906,48.43850735791093
328,123,46,0.300048828125,True,True,True,[132 134],[0.7894737  0.00129618],98,110,20.131690979003906,24.845195770263672,28.14078625595485
329,123,135,0.29998779296875,True,True,True,[129 131],[0.78995436 0.08695652],213,213,37.6182861328125,37.6182861328125,41.635585302161026
330,124,49,0.29998779296875,True,True,True,[8],[0.23990498],37,115,6.948538780212402,25.091121673583984,35.55045735252923
331,124,94,0.29998779296875,True,True,True,[ 84 107 108],[0.24427481 0.21666667 0.01286765],21,56,5.813457489013672,17.375259399414062,21.90474423509471
332,124,104,0.29999542236328125,True,True,True,[28 31 32 33],[0.31690142 0.29054055 0.19285715 0.00190114],44,139,7.8382158279418945,33.06044006347656,46.325531145269856
333,124,105,0.29998779296875,True,True,True,[105 106],[0.8867925  0.00389105],149,149,36.79868698120117,36.79868698120117,49.605209449039016
334,125,47,0.29998779296875,True,True,True,[34 35],[8.7412590e-01 3.3500837e-04],133,133,24.932918548583984,24.932918548583984,33.70305041925812
335,125,55,0.3000030517578125,True,True,True,[72 78],[7.4666667e-01 5.2069774e-04],72,72,20.162084579467773,20.162084579467773,22.649319743954692
336,125,67,2.1424268192706752,True,False,True,[56],[0.86764705],52,64,12.092111587524414,14.814090728759766,33.531603969748936
337,125,81,0.29998779296875,True,True,True,[14],[0.852459],97,113,24.94096565246582,32.0106201171875,40.51984347464865
338,126,33,0.2999267578125,True,True,True,[54],[0.29677418],52,52,13.306539535522461,13.306539535522461,27.654079791685522
339,127,39,inf,False,False,True,[57 58 56],[0.3478261  0.29166666 0.23404256],19,46,5.469849109649658,13.034200668334961,47.856139367771235
340,127,40,inf,False,False,True,[66 67],[0.86764705 0.00956938],191,191,35.24668502807617,35.24668502807617,40.73011725606149
341,128,65,0.29998779296875,True,True,True,[15 17],[0.7218045  0.00876552],108,122,23.837432861328125,28.16356086730957,31.244556086452565
342,129,78,0.848536769098432,True,True,True,[66],[0.82978725],88,88,23.875362396240234,23.875362396240234,26.023892289206803
343,130,41,0.3000030517578125,False,True,True,[2],[0.8101266],74,74,28.06056785583496,28.06056785583496,30.60044476176255
344,130,42,0.29998779296875,False,True,True,[3 9],[0.8064516  0.00434783],119,119,30.624746322631836,30.624746322631836,34.039018331817715
345,130,75,0.29998779296875,True,True,True,[101],[0.8453608],90,90,18.173311233520508,18.173311233520508,24.438054993629457
346,130,116,0.29998779296875,True,True,True,[103],[0.75384617],108,108,29.617029190063477,29.617029190063477,34.11105698142688
347,131,52,0.3000030517578125,True,True,True,[101 104],[0.8197674  0.00112528],76,161,17.067668914794922,42.37215042114258,49.79758287608713
348,131,67,0.29998779296875,True,False,True,[109 110],[0.7818182  0.01808785],108,108,18.829320907592773,18.829320907592773,29.71919406272979
349,131,102,0.29998779296875,True,False,True,[135],[0.15116279],15,15,3.376725435256958,3.376725435256958,15.323920271716716
350,132,45,0.29998779296875,False,True,True,[6 5],[0.43965518 0.08695652],60,115,22.05037498474121,37.244571685791016,41.73177386135967
351,132,112,0.4242575950931961,True,True,True,[38 39],[0.8        0.00100806],58,58,13.66814136505127,13.66814136505127,16.5048913544175
352,133,79,0.29998779296875,True,True,True,[15 17],[0.8071066 0.0016218],127,181,24.670610427856445,37.40725326538086,41.261356543383826
353,133,100,0.29999542236328125,True,True,True,[93 94],[0.18181819 0.00410076],11,11,4.5882697105407715,4.5882697105407715,8.759824149219877
354,133,104,inf,False,True,True,[81],[0.84821427],76,105,18.406288146972656,27.883798599243164,39.9827692228975
355,133,109,0.29998779296875,True,True,True,[18 21],[0.82738096 0.00084746],89,160,18.91193199157715,37.7734489440918,45.35142498489019
356,133,114,0.29998779296875,True,True,True,[9],[0.83589745],44,180,6.9546942710876465,36.09637451171875,42.5884052371718
357,134,37,0.2999267578125,True,False,True,[119 121],[0.8055556  0.00110528],101,101,28.319002151489258,28.319002151489258,37.56257060889152
358,134,68,0.29998779296875,True,False,True,[55 56],[0.8129032  0.00438596],143,143,26.21587371826172,26.21587371826172,51.60987959502884
359,134,92,0.29998779296875,True,True,True,[29 30],[0.8029557 0.0017452],128,185,24.52544403076172,38.39672088623047,44.75830870815702
360,134,93,0.600006103515625,True,True,True,[57],[0.86206895],29,29,11.653145790100098,11.653145790100098,23.73418987633461
361,134,95,0.29998779296875,True,False,True,[117 118],[0.62068963 0.03370786],29,29,7.112775802612305,7.112775802612305,37.544742406799294
362,134,112,0.2999267578125,True,True,True,[59 60],[0.79396987 0.00122249],186,186,42.1826171875,42.1826171875,46.47459140358178
363,135,41,0.29998779296875,True,True,True,[64 69],[0.8325991  0.00196207],213,213,44.068382263183594,44.068382263183594,52.10516249430363
364,135,64,0.29998779296875,True,True,True,[28 30],[6.8316829e-01 5.8360083e-04],93,93,16.14207649230957,16.14207649230957,18.9117751411859
365,135,66,0.29998779296875,True,True,True,[0 2],[0.4318182  0.01934704],96,121,17.541854858398438,26.763879776000977,38.686804206391955
366,135,102,0.29998779296875,True,True,True,[31 33],[0.8181818  0.00195822],59,59,17.352415084838867,17.352415084838867,19.270367968361032
367,135,103,0.3000030517578125,True,True,True,[20],[0.8738739],83,105,17.779691696166992,24.963666915893555,31.07930688690267
368,136,36,0.29998779296875,False,True,True,[39 43],[0.73039216 0.00332226],128,182,22.212419509887695,33.989013671875,41.93179599437325
369,136,153,inf,False,True,True,[114 121],[0.69298244 0.112     ],55,110,11.22985553741455,25.099685668945312,30.954918231776382
370,136,166,0.29998779296875,True,True,True,[45 46],[0.8611111  0.00792079],102,102,23.990285873413086,23.990285873413086,50.677404261299685
371,136,170,0.3000030517578125,True,True,True,[170 172],[0.8088889  0.00311311],209,209,41.282283782958984,41.282283782958984,52.118175033079865
372,137,38,0.2999267578125,False,False,True,[111 116],[7.2380954e-01 2.0563438e-04],95,95,22.761808395385742,22.761808395385742,52.52027146820883
373,137,60,0.300048828125,True,False,True,[123],[0.8232044],141,168,29.525028228759766,34.57771301269531,40.02940683387338
374,137,64,0.300048828125,True,True,True,[117],[0.6446281],52,87,14.411828994750977,25.11857795715332,31.647007468599693
375,137,68,0.2999267578125,True,True,True,[51 54 55],[0.59615386 0.0078125  0.00458565],110,128,16.600114822387695,22.597736358642578,38.483818457867244
376,137,72,1.341654434375713,True,True,True,[13],[0.85271317],84,121,19.23914909362793,28.72212028503418,40.94870300130427
377,138,27,0.4242575950931961,False,True,True,[ 7 10],[0.6666667  0.02030457],38,57,10.044252395629883,17.410987854003906,19.56663822953404
378,139,29,0.29998779296875,False,True,False,[],[],2,2,0.11363083124160767,0.11363083124160767,0.6258689577091907
379,139,30,inf,False,True,True,[95 96],[0.71428573 0.01207243],55,55,12.868268966674805,12.868268966674805,13.957135289949418
380,139,35,0.29998779296875,True,True,True,[110],[0.47368422],148,148,31.50299644470215,31.50299644470215,39.42436103279992
381,139,99,0.29998779296875,True,False,True,[23 25],[8.3177572e-01 4.2698547e-04],95,95,17.463848114013672,17.463848114013672,27.035672903545628
382,139,100,0.29998779296875,True,True,True,[0],[0.83505154],54,94,16.47252655029297,28.904802322387695,47.11906404806959
383,140,99,0.29998779296875,True,True,True,[96 98],[0.8565217  0.00307929],211,211,45.66852569580078,45.66852569580078,51.21236932350174
384,140,101,0.29998779296875,True,True,True,[35 37],[0.03703704 0.01146953],27,27,11.332396507263184,11.332396507263184,22.828447233275085
385,141,42,0.29998779296875,True,True,True,[60 61],[0.67391306 0.03065134],120,120,22.746225357055664,22.746225357055664,36.32087559231683
386,141,77,0.29998779296875,True,True,True,[15 16 48],[0.6583851  0.1329114  0.00097975],146,156,27.857004165649414,30.78400993347168,41.09228752487764
387,142,31,0.29998779296875,True,True,True,[42],[0.02368421],10,10,2.0243165493011475,2.0243165493011475,37.030821949535216
388,142,69,0.3000030517578125,True,True,True,[13 14],[0.7823529  0.00158604],138,151,25.881254196166992,28.692264556884766,39.99983892225203
389,143,32,0.9949492513397553,True,True,True,[66],[0.8125],99,133,19.135507583618164,26.124160766601562,31.341736780101765
390,145,37,0.2999267578125,True,True,True,[43],[0.7924528],44,44,10.576055526733398,10.576055526733398,17.50670760898004
391,146,34,0.29998779296875,True,True,True,[27 28],[8.8986784e-01 8.2270673e-04],210,210,39.533714294433594,39.533714294433594,49.48072964724648
392,146,40,0.29998779296875,True,False,True,[48 49],[0.59574467 0.04195804],42,42,18.891138076782227,18.891138076782227,25.121411405227413
393,147,100,0.3000030517578125,True,True,True,[83 84],[0.8230769  0.00171086],107,121,27.989500045776367,32.84071731567383,40.852042150204
394,148,57,0.2999267578125,True,True,True,[79],[0.7093023],64,64,15.289480209350586,15.289480209350586,18.41483406352737
395,148,58,0.2999267578125,True,False,True,[55 54],[0.07407407 0.02459016],19,19,3.8092315196990967,3.8092315196990967,41.98206717916039
396,148,78,0.29998779296875,True,False,True,[5 3 6],[0.42028984 0.34       0.01020408],98,98,21.168087005615234,21.168087005615234,29.005618758188234
397,149,49,0.2999267578125,True,True,True,[86 87],[0.6644737  0.00491228],95,135,16.8621883392334,23.96653175354004,41.99053143323779
398,149,99,0.29998779296875,True,True,True,[30 32],[0.6593407  0.00190794],83,83,19.46558380126953,19.46558380126953,23.49111236979433
399,150,25,0.3000030517578125,False,True,True,[36],[0.6925566],165,245,31.78165054321289,48.126617431640625,55.234024457527894
400,150,33,0.3000030517578125,True,False,True,[4],[0.8469388],132,186,25.48546600341797,40.95771026611328,50.24225369174906
401,150,52,0.29998779296875,True,False,True,[61],[0.8172043],84,84,15.75858211517334,15.75858211517334,16.841437071492223
402,150,55,0.300048828125,True,True,True,[46 47],[0.7746479 0.0069735],49,65,23.53011703491211,31.774946212768555,40.2469278932496
403,152,32,0.29999542236328125,True,False,True,[57 63],[0.53932583 0.03846154],32,84,8.855391502380371,25.449060440063477,29.19591584101002
404,152,35,0.29998779296875,False,True,True,[58],[0.74485594],212,212,37.92676544189453,37.92676544189453,46.55227845489331
405,153,35,0.29998779296875,False,True,True,[5 6],[0.7876106  0.01698514],106,106,32.333457946777344,32.333457946777344,46.24822523978662
406,153,38,0.4242791742796267,True,True,True,[62],[0.7758621],46,46,10.94649600982666,10.94649600982666,33.278551555231736
407,155,32,0.4242737796545111,True,True,True,[20],[0.8125],113,113,25.523157119750977,25.523157119750977,31.701175854771606
408,155,59,0.4242575950931961,True,True,True,[1 2],[0.75       0.02597403],11,49,4.246273994445801,14.805006980895996,21.470872809655177
409,155,69,0.29998779296875,True,True,True,[53 55],[0.6486486  0.12396694],68,120,15.281468391418457,31.57330322265625,36.092689219171774
410,156,69,0.29998779296875,True,True,True,[ 9 10],[8.639456e-01 7.833921e-04],115,142,22.24480438232422,30.557252883911133,45.12538199456183
411,156,71,0.5195940990723286,True,True,True,[36 37],[0.7579909  0.00338983],186,186,36.976036071777344,36.976036071777344,50.711312924268995
412,158,63,0.3000030517578125,True,True,True,[115 117],[8.2027650e-01 5.3850294e-04],117,199,23.778852462768555,44.677330017089844,51.44596649960095
413,158,139,0.29998779296875,True,True,True,[118],[0.85925925],125,125,25.26479148864746,25.26479148864746,36.989257342801565
414,159,44,0.3000030517578125,False,True,True,[14],[0.7647059],106,124,26.227909088134766,31.452259063720703,36.67605870890875
415,159,82,0.29998779296875,True,True,True,[133 134],[0.8030303 0.0050578],124,124,30.679651260375977,30.679651260375977,39.5473982670597
416,159,112,0.29998779296875,True,True,True,[0 1],[0.84615386 0.0037037 ],119,119,23.119108200073242,23.119108200073242,44.69105549409437
417,159,121,0.29998779296875,True,True,True,[135 136],[0.84615386 0.00635593],65,65,23.949325561523438,23.949325561523438,28.983437552202275
418,159,127,0.3000030517578125,True,True,True,[137 138],[0.647541   0.00809419],218,218,38.24732208251953,38.24732208251953,48.680359112896916
419,160,32,0.2999267578125,True,False,True,[71 92 72],[0.8244681  0.04469274 0.004662  ],178,178,32.9822998046875,32.9822998046875,51.69697854499575
420,160,74,0.29998779296875,True,True,True,[69 70],[0.2857143  0.02452913],113,128,20.681800842285156,23.595809936523438,28.734116852914454
